sample_index_at_1MHz,D0,D1,D2,D3,D4,D5,D6,D7
3709275,0,0,0,0,0,0,1,1
3709282,0,0,0,0,0,0,1,0
3709798,0,0,0,0,0,0,0,0
3709806,0,0,0,0,0,0,0,1
3710327,0,0,0,0,0,0,1,1
3710335,0,0,0,0,0,0,1,0
3710851,0,0,0,0,0,0,0,0
3710859,0,0,0,0,0,0,0,1
3711380,0,0,0,0,0,0,1,1
3711388,0,0,0,0,0,0,1,0
3711905,0,0,0,0,0,0,0,0
3711913,0,0,0,0,0,0,0,1
3712433,0,0,0,0,0,0,1,1
3712441,0,0,0,0,0,0,1,0
3712957,0,0,0,0,0,0,0,0
3712964,0,0,0,0,0,0,0,1
3713484,0,0,0,0,0,0,1,1
3713492,0,0,0,0,0,0,1,0
3714009,0,0,0,0,0,0,0,0
3714017,0,0,0,0,0,0,0,1
3714538,0,0,0,0,0,0,1,1
3714546,0,0,0,0,0,0,1,0
3715062,0,0,0,0,0,0,0,0
3715070,0,0,0,0,0,0,0,1
3715591,0,0,0,0,0,0,1,1
3715599,0,0,0,0,0,0,1,0
3716116,0,0,0,0,0,0,0,0
3716123,0,0,0,0,0,0,0,1
3716644,0,0,0,0,0,0,1,1
3716652,0,0,0,0,0,0,1,0
3717168,0,0,0,0,0,0,0,0
3717176,0,0,0,0,0,0,0,1
3717697,0,0,0,0,0,0,1,1
3717705,0,0,0,0,0,0,1,0
3718222,0,0,0,0,0,0,0,0
3718230,0,0,0,0,0,0,0,1
3718750,0,0,0,0,0,0,1,1
3718758,0,0,0,0,0,0,1,0
3719275,0,0,0,0,0,0,0,0
3719283,0,0,0,0,0,0,0,1
3719803,0,0,0,0,0,0,1,1
3719811,0,0,0,0,0,0,1,0
3720328,0,0,0,0,0,0,0,0
3720336,0,0,0,0,0,0,0,1
3720857,0,0,0,0,0,0,1,1
3720865,0,0,0,0,0,0,1,0
3721382,0,0,0,0,0,0,0,0
3721390,0,0,0,0,0,0,0,1
3721911,0,0,0,0,0,0,1,1
3721919,0,0,0,0,0,0,1,0
3722436,0,0,0,0,0,0,0,0
3722443,0,0,0,0,0,0,0,1
3722964,0,0,0,0,0,0,1,1
3722972,0,0,0,0,0,0,1,0
3723488,0,0,0,0,0,0,0,0
3723496,0,0,0,0,0,0,0,1
3724016,0,0,0,0,0,0,1,1
3724024,0,0,0,0,0,0,1,0
3724540,0,0,0,0,0,0,0,0
3724548,0,0,0,0,0,0,0,1
3725069,0,0,0,0,0,0,1,1
3725077,0,0,0,0,0,0,1,0
3725593,0,0,0,0,0,0,0,0
3725601,0,0,0,0,0,0,0,1
3726121,0,0,0,0,0,0,1,1
3726129,0,0,0,0,0,0,1,0
3726645,0,0,0,0,0,0,0,0
3726653,0,0,0,0,0,0,0,1
3727173,0,0,0,0,0,0,1,1
3727182,0,0,0,0,0,0,1,0
3727699,0,0,0,0,0,0,0,0
3727707,0,0,0,0,0,0,0,1
3728227,0,0,0,0,0,0,1,1
3728235,0,0,0,0,0,0,1,0
3728752,0,0,0,0,0,0,0,0
3728759,0,0,0,0,0,0,0,1
3729279,0,0,0,0,0,0,1,1
3729287,0,0,0,0,0,0,1,0
3729803,0,0,0,0,0,0,0,0
3729811,0,0,0,0,0,0,0,1
3730332,0,0,0,0,0,0,1,1
3730340,0,0,0,0,0,0,1,0
3730856,0,0,0,0,0,0,0,0
3730864,0,0,0,0,0,0,0,1
3731384,0,0,0,0,0,0,1,1
3731392,0,0,0,0,0,0,1,0
3731909,0,0,0,0,0,0,0,0
3731917,0,0,0,0,0,0,0,1
3732437,0,0,0,0,0,0,1,1
3732445,0,0,0,0,0,0,1,0
3732961,0,0,0,0,0,0,0,0
3732969,0,0,0,0,0,0,0,1
3733490,0,0,0,0,0,0,1,1
3733498,0,0,0,0,0,0,1,0
3734014,0,0,0,0,0,0,0,0
3734021,0,0,0,0,0,0,0,1
3734542,0,0,0,0,0,0,1,1
3734550,0,0,0,0,0,0,1,0
3735068,0,0,0,0,0,0,0,0
3735075,0,0,0,0,0,0,0,1
3735596,0,0,0,0,0,0,1,1
3735604,0,0,0,0,0,0,1,0
3736121,0,0,0,0,0,0,0,0
3736129,0,0,0,0,0,0,0,1
3736650,0,0,0,0,0,0,1,1
3736659,0,0,0,0,0,0,1,0
3737174,0,0,0,0,0,0,0,0
3737182,0,0,0,0,0,0,0,1
3737703,0,0,0,0,0,0,1,1
3737711,0,0,0,0,0,0,1,0
3738228,0,0,0,0,0,0,0,0
3738235,0,0,0,0,0,0,0,1
3738756,0,0,0,0,0,0,1,1
3738764,0,0,0,0,0,0,1,0
3739280,0,0,0,0,0,0,0,0
3739288,0,0,0,0,0,0,0,1
3739808,0,0,0,0,0,0,1,1
3739816,0,0,0,0,0,0,1,0
3740333,0,0,0,0,0,0,0,0
3740341,0,0,0,0,0,0,0,1
3740862,0,0,0,0,0,0,1,1
3740870,0,0,0,0,0,0,1,0
3741388,0,0,0,0,0,0,0,0
3741395,0,0,0,0,0,0,0,1
3741916,0,0,0,0,0,0,1,1
3741924,0,0,0,0,0,0,1,0
3742440,0,0,0,0,0,0,0,0
3742448,0,0,0,0,0,0,0,1
3742969,0,0,0,0,0,0,1,1
3742977,0,0,0,0,0,0,1,0
3743494,0,0,0,0,0,0,0,0
3743501,0,0,0,0,0,0,0,1
3744022,0,0,0,0,0,0,1,1
3744030,0,0,0,0,0,0,1,0
3744549,0,0,0,0,0,0,0,0
3744557,0,0,0,0,0,0,0,1
3745077,0,0,0,0,0,0,1,1
3745085,0,0,0,0,0,0,1,0
3745604,0,0,0,0,0,0,0,0
3745611,0,0,0,0,0,0,0,1
3746131,0,0,0,0,0,0,1,1
3746139,0,0,0,0,0,0,1,0
3746656,0,0,0,0,0,0,0,0
3746663,0,0,0,0,0,0,0,1
3747184,0,0,0,0,0,0,1,1
3747192,0,0,0,0,0,0,1,0
3747709,0,0,0,0,0,0,0,0
3747716,0,0,0,0,0,0,0,1
3748237,0,0,0,0,0,0,1,1
3748245,0,0,0,0,0,0,1,0
3748763,0,0,0,0,0,0,0,0
3748771,0,0,0,0,0,0,0,1
3749291,0,0,0,0,0,0,1,1
3749299,0,0,0,0,0,0,1,0
3749816,0,0,0,0,0,0,0,0
3749823,0,0,0,0,0,0,0,1
3750344,0,0,0,0,0,0,1,1
3750352,0,0,0,0,0,0,1,0
3750869,0,0,0,0,0,0,0,0
3750877,0,0,0,0,0,0,0,1
3751398,0,0,0,0,0,0,1,1
3751406,0,0,0,0,0,0,1,0
3751924,0,0,0,0,0,0,0,0
3751931,0,0,0,0,0,0,0,1
3752452,0,0,0,0,0,0,1,1
3752460,0,0,0,0,0,0,1,0
3752977,0,0,0,0,0,0,0,0
3752985,0,0,0,0,0,0,0,1
3753506,0,0,0,0,0,0,1,1
3753514,0,0,0,0,0,0,1,0
3754031,0,0,0,0,0,0,0,0
3754039,0,0,0,0,0,0,0,1
3754560,0,0,0,0,0,0,1,1
3754568,0,0,0,0,0,0,1,0
3755083,0,0,0,0,0,0,0,0
3755091,0,0,0,0,0,0,0,1
3755612,0,0,0,0,0,0,1,1
3755620,0,0,0,0,0,0,1,0
3756137,0,0,0,0,0,0,0,0
3756145,0,0,0,0,0,0,0,1
3756665,0,0,0,0,0,0,1,1
3756674,0,0,0,0,0,0,1,0
3757191,0,0,0,0,0,0,0,0
3757198,0,0,0,0,0,0,0,1
3757719,0,0,0,0,0,0,1,1
3757727,0,0,0,0,0,0,1,0
3758245,0,0,0,0,0,0,0,0
3758252,0,0,0,0,0,0,0,1
3758774,0,0,0,0,0,0,1,1
3758782,0,0,0,0,0,0,1,0
3759299,0,0,0,0,0,0,0,0
3759306,0,0,0,0,0,0,0,1
3759828,0,0,0,0,0,0,1,1
3759836,0,0,0,0,0,0,1,0
3760352,0,0,0,0,0,0,0,0
3760359,0,0,0,0,0,0,0,1
3760880,0,0,0,0,0,0,1,1
3760888,0,0,0,0,0,0,1,0
3761406,0,0,0,0,0,0,0,0
3761413,0,0,0,0,0,0,0,1
3761935,0,0,0,0,0,0,1,1
3761943,0,0,0,0,0,0,1,0
3762460,0,0,0,0,0,0,0,0
3762467,0,0,0,0,0,0,0,1
3762989,0,0,0,0,0,0,1,1
3762997,0,0,0,0,0,0,1,0
3763513,0,0,0,0,0,0,0,0
3763521,0,0,0,0,0,0,0,1
3764042,0,0,0,0,0,0,1,1
3764050,0,0,0,0,0,0,1,0
3764567,0,0,0,0,0,0,0,0
3764574,0,0,0,0,0,0,0,1
3765094,0,0,0,0,0,0,1,1
3765102,0,0,0,0,0,0,1,0
3765619,0,0,0,0,0,0,0,0
3765627,0,0,0,0,0,0,0,1
3766148,0,0,0,0,0,0,1,1
3766156,0,0,0,0,0,0,1,0
3766673,0,0,0,0,0,0,0,0
3766681,0,0,0,0,0,0,0,1
3767202,0,0,0,0,0,0,1,1
3767210,0,0,0,0,0,0,1,0
3767727,0,0,0,0,0,0,0,0
3767735,0,0,0,0,0,0,0,1
3768257,0,0,0,0,0,0,1,1
3768264,0,0,0,0,0,0,1,0
3768781,0,0,0,0,0,0,0,0
3768789,0,0,0,0,0,0,0,1
3769310,0,0,0,0,0,0,1,1
3769318,0,0,0,0,0,0,1,0
3769835,0,0,0,0,0,0,0,0
3769843,0,0,0,0,0,0,0,1
3770363,0,0,0,0,0,0,1,1
3770371,0,0,0,0,0,0,1,0
3770888,0,0,0,0,0,0,0,0
3770896,0,0,0,0,0,0,0,1
3771417,0,0,0,0,0,0,1,1
3771425,0,0,0,0,0,0,1,0
3771941,0,0,0,0,0,0,0,0
3771949,0,0,0,0,0,0,0,1
3772470,0,0,0,0,0,0,1,1
3772478,0,0,0,0,0,0,1,0
3772995,0,0,0,0,0,0,0,0
3773003,0,0,0,0,0,0,0,1
3773524,0,0,0,0,0,0,1,1
3773532,0,0,0,0,0,0,1,0
3774049,0,0,0,0,0,0,0,0
3774057,0,0,0,0,0,0,0,1
3774577,0,0,0,0,0,0,1,1
3774585,0,0,0,0,0,0,1,0
3775102,0,0,0,0,0,0,0,0
3775110,0,0,0,0,0,0,0,1
3775631,0,0,0,0,0,0,1,1
3775639,0,0,0,0,0,0,1,0
3776156,0,0,0,0,0,0,0,0
3776163,0,0,0,0,0,0,0,1
3776685,0,0,0,0,0,0,1,1
3776692,0,0,0,0,0,0,1,0
3777208,0,0,0,0,0,0,0,0
3777215,0,0,0,0,0,0,0,1
3777736,0,0,0,0,0,0,1,1
3777744,0,0,0,0,0,0,1,0
3778262,0,0,0,0,0,0,0,0
3778270,0,0,0,0,0,0,0,1
3778790,0,0,0,0,0,0,1,1
3778798,0,0,0,0,0,0,1,0
3779314,0,0,0,0,0,0,0,0
3779322,0,0,0,0,0,0,0,1
3779842,0,0,0,0,0,0,1,1
3779850,0,0,0,0,0,0,1,0
3780367,0,0,0,0,0,0,0,0
3780375,0,0,0,0,0,0,0,1
3780895,0,0,0,0,0,0,1,1
3780904,0,0,0,0,0,0,1,0
3781420,0,0,0,0,0,0,0,0
3781428,0,0,0,0,0,0,0,1
3781948,0,0,0,0,0,0,1,1
3781956,0,0,0,0,0,0,1,0
3782474,0,0,0,0,0,0,0,0
3782481,0,0,0,0,0,0,0,1
3783003,0,0,0,0,0,0,1,1
3783011,0,0,0,0,0,0,1,0
3783528,0,0,0,0,0,0,0,0
3783535,0,0,0,0,0,0,0,1
3784057,0,0,0,0,0,0,1,1
3784065,0,0,0,0,0,0,1,0
3784582,0,0,0,0,0,0,0,0
3784590,0,0,0,0,0,0,0,1
3785111,0,0,0,0,0,0,1,1
3785119,0,0,0,0,0,0,1,0
3785636,0,0,0,0,0,0,0,0
3785644,0,0,0,0,0,0,0,1
3786164,0,0,0,0,0,0,1,1
3786173,0,0,0,0,0,0,1,0
3786690,0,0,0,0,0,0,0,0
3786698,0,0,0,0,0,0,0,1
3787219,0,0,0,0,0,0,1,1
3787227,0,0,0,0,0,0,1,0
3787744,0,0,0,0,0,0,0,0
3787751,0,0,0,0,0,0,0,1
3788272,0,0,0,0,0,0,1,1
3788280,0,0,0,0,0,0,1,0
3788797,0,0,0,0,0,0,0,0
3788805,0,0,0,0,0,0,0,1
3789326,0,0,0,0,0,0,1,1
3789334,0,0,0,0,0,0,1,0
3789850,0,0,0,0,0,0,0,0
3789858,0,0,0,0,0,0,0,1
3790378,0,0,0,0,0,0,1,1
3790386,0,0,0,0,0,0,1,0
3790902,0,0,0,0,0,0,0,0
3790909,0,0,0,0,0,0,0,1
3791430,0,0,0,0,0,0,1,1
3791438,0,0,0,0,0,0,1,0
3791955,0,0,0,0,0,0,0,0
3791963,0,0,0,0,0,0,0,1
3792483,0,0,0,0,0,0,1,1
3792491,0,0,0,0,0,0,1,0
3793009,0,0,0,0,0,0,0,0
3793017,0,0,0,0,0,0,0,1
3793537,0,0,0,0,0,0,1,1
3793545,0,0,0,0,0,0,1,0
3794063,0,0,0,0,0,0,0,0
3794071,0,0,0,0,0,0,0,1
3794591,0,0,0,0,0,0,1,1
3794600,0,0,0,0,0,0,1,0
3795115,0,0,0,0,0,0,0,0
3795123,0,0,0,0,0,0,0,1
3795644,0,0,0,0,0,0,1,1
3795652,0,0,0,0,0,0,1,0
3796169,0,0,0,0,0,0,0,0
3796176,0,0,0,0,0,0,0,1
3796697,0,0,0,0,0,0,1,1
3796705,0,0,0,0,0,0,1,0
3797222,0,0,0,0,0,0,0,0
3797229,0,0,0,0,0,0,0,1
3797750,0,0,0,0,0,0,1,1
3797758,0,0,0,0,0,0,1,0
3798274,0,0,0,0,0,0,0,0
3798282,0,0,0,0,0,0,0,1
3798802,0,0,0,0,0,0,1,1
3798810,0,0,0,0,0,0,1,0
3799326,0,0,0,0,0,0,0,0
3799334,0,0,0,0,0,0,0,1
3799854,0,0,0,0,0,0,1,1
3799862,0,0,0,0,0,0,1,0
3800379,0,0,0,0,0,0,0,0
3800387,0,0,0,0,0,0,0,1
3800907,0,0,0,0,0,0,1,1
3800915,0,0,0,0,0,0,1,0
3801433,0,0,0,0,0,0,0,0
3801441,0,0,0,0,0,0,0,1
3801961,0,0,0,0,0,0,1,1
3801970,0,0,0,0,0,0,1,0
3802488,0,0,0,0,0,0,0,0
3802495,0,0,0,0,0,0,0,1
3803017,0,0,0,0,0,0,1,1
3803025,0,0,0,0,0,0,1,0
3803541,0,0,0,0,0,0,0,0
3803549,0,0,0,0,0,0,0,1
3804070,0,0,0,0,0,0,1,1
3804078,0,0,0,0,0,0,1,0
3804595,0,0,0,0,0,0,0,0
3804602,0,0,0,0,0,0,0,1
3805123,0,0,0,0,0,0,1,1
3805131,0,0,0,0,0,0,1,0
3805647,0,0,0,0,0,0,0,0
3805655,0,0,0,0,0,0,0,1
3806176,0,0,0,0,0,0,1,1
3806184,0,0,0,0,0,0,1,0
3806700,0,0,0,0,0,0,0,0
3806708,0,0,0,0,0,0,0,1
3807229,0,0,0,0,0,0,1,1
3807237,0,0,0,0,0,0,1,0
3807755,0,0,0,0,0,0,0,0
3807763,0,0,0,0,0,0,0,1
3808284,0,0,0,0,0,0,1,1
3808292,0,0,0,0,0,0,1,0
3808809,0,0,0,0,0,0,0,0
3808816,0,0,0,0,0,0,0,1
3809337,0,0,0,0,0,0,1,1
3809345,0,0,0,0,0,0,1,0
3809862,0,0,0,0,0,0,0,0
3809869,0,0,0,0,0,0,0,1
3810390,0,0,0,0,0,0,1,1
3810398,0,0,0,0,0,0,1,0
3810916,0,0,0,0,0,0,0,0
3810924,0,0,0,0,0,0,0,1
3811444,0,0,0,0,0,0,1,1
3811452,0,0,0,0,0,0,1,0
3811969,0,0,0,0,0,0,0,0
3811977,0,0,0,0,0,0,0,1
3812498,0,0,0,0,0,0,1,1
3812506,0,0,0,0,0,0,1,0
3813023,0,0,0,0,0,0,0,0
3813031,0,0,0,0,0,0,0,1
3813551,0,0,0,0,0,0,1,1
3813559,0,0,0,0,0,0,1,0
3814077,0,0,0,0,0,0,0,0
3814084,0,0,0,0,0,0,0,1
3814605,0,0,0,0,0,0,1,1
3814613,0,0,0,0,0,0,1,0
3815131,0,0,0,0,0,0,0,0
3815139,0,0,0,0,0,0,0,1
3815660,0,0,0,0,0,0,1,1
3815668,0,0,0,0,0,0,1,0
3816184,0,0,0,0,0,0,0,0
3816192,0,0,0,0,0,0,0,1
3816712,0,0,0,0,0,0,1,1
3816720,0,0,0,0,0,0,1,0
3817236,0,0,0,0,0,0,0,0
3817244,0,0,0,0,0,0,0,1
3817764,0,0,0,0,0,0,1,1
3817772,0,0,0,0,0,0,1,0
3818290,0,0,0,0,0,0,0,0
3818298,0,0,0,0,0,0,0,1
3818819,0,0,0,0,0,0,1,1
3818827,0,0,0,0,0,0,1,0
3819344,0,0,0,0,0,0,0,0
3819352,0,0,0,0,0,0,0,1
3819872,0,0,0,0,0,0,1,1
3819880,0,0,0,0,0,0,1,0
3820397,0,0,0,0,0,0,0,0
3820405,0,0,0,0,0,0,0,1
3820926,0,0,0,0,0,0,1,1
3820934,0,0,0,0,0,0,1,0
3821451,0,0,0,0,0,0,0,0
3821458,0,0,0,0,0,0,0,1
3821980,0,0,0,0,0,0,1,1
3821988,0,0,0,0,0,0,1,0
3822505,0,0,0,0,0,0,0,0
3822513,0,0,0,0,0,0,0,1
3823033,0,0,0,0,0,0,1,1
3823041,0,0,0,0,0,0,1,0
3823558,0,0,0,0,0,0,0,0
3823566,0,0,0,0,0,0,0,1
3824087,0,0,0,0,0,0,1,1
3824096,0,0,0,0,0,0,1,0
3824613,0,0,0,0,0,0,0,0
3824621,0,0,0,0,0,0,0,1
3825142,0,0,0,0,0,0,1,1
3825150,0,0,0,0,0,0,1,0
3825667,0,0,0,0,0,0,0,0
3825675,0,0,0,0,0,0,0,1
3826196,0,0,0,0,0,0,1,1
3826204,0,0,0,0,0,0,1,0
3826720,0,0,0,0,0,0,0,0
3826728,0,0,0,0,0,0,0,1
3827247,0,0,0,0,0,0,1,1
3827255,0,0,0,0,0,0,1,0
3827773,0,0,0,0,0,0,0,0
3827780,0,0,0,0,0,0,0,1
3828302,0,0,0,0,0,0,1,1
3828310,0,0,0,0,0,0,1,0
3828827,0,0,0,0,0,0,0,0
3828835,0,0,0,0,0,0,0,1
3829356,0,0,0,0,0,0,1,1
3829364,0,0,0,0,0,0,1,0
3829880,0,0,0,0,0,0,0,0
3829888,0,0,0,0,0,0,0,1
3830409,0,0,0,0,0,0,1,1
3830417,0,0,0,0,0,0,1,0
3830933,0,0,0,0,0,0,0,0
3830941,0,0,0,0,0,0,0,1
3831462,0,0,0,0,0,0,1,1
3831470,0,0,0,0,0,0,1,0
3831987,0,0,0,0,0,0,0,0
3831995,0,0,0,0,0,0,0,1
3832516,0,0,0,0,0,0,1,1
3832524,0,0,0,0,0,0,1,0
3833041,0,0,0,0,0,0,0,0
3833049,0,0,0,0,0,0,0,1
3833569,0,0,0,0,0,0,1,1
3833577,0,0,0,0,0,0,1,0
3834094,0,0,0,0,0,0,0,0
3834102,0,0,0,0,0,0,0,1
3834622,0,0,0,0,0,0,1,1
3834630,0,0,0,0,0,0,1,0
3835147,0,0,0,0,0,0,0,0
3835155,0,0,0,0,0,0,0,1
3835676,0,0,0,0,0,0,1,1
3835684,0,0,0,0,0,0,1,0
3836201,0,0,0,0,0,0,0,0
3836209,0,0,0,0,0,0,0,1
3836730,0,0,0,0,0,0,1,1
3836738,0,0,0,0,0,0,1,0
3837255,0,0,0,0,0,0,0,0
3837262,0,0,0,0,0,0,0,1
3837783,0,0,0,0,0,0,1,1
3837790,0,0,0,0,0,0,1,0
3838308,0,0,0,0,0,0,0,0
3838316,0,0,0,0,0,0,0,1
3838837,0,0,0,0,0,0,1,1
3838844,0,0,0,0,0,0,1,0
3839361,0,0,0,0,0,0,0,0
3839368,0,0,0,0,0,0,0,1
3839889,0,0,0,0,0,0,1,1
3839897,0,0,0,0,0,0,1,0
3840414,0,0,0,0,0,0,0,0
3840421,0,0,0,0,0,0,0,1
3840942,0,0,0,0,0,0,1,1
3840950,0,0,0,0,0,0,1,0
3841466,0,0,0,0,0,0,0,0
3841474,0,0,0,0,0,0,0,1
3841995,0,0,0,0,0,0,1,1
3842003,0,0,0,0,0,0,1,0
3842518,0,0,0,0,0,0,0,0
3842526,0,0,0,0,0,0,0,1
3843047,0,0,0,0,0,0,1,1
3843055,0,0,0,0,0,0,1,0
3843572,0,0,0,0,0,0,0,0
3843579,0,0,0,0,0,0,0,1
3844100,0,0,0,0,0,0,1,1
3844108,0,0,0,0,0,0,1,0
3844625,0,0,0,0,0,0,0,0
3844633,0,0,0,0,0,0,0,1
3845154,0,0,0,0,0,0,1,1
3845162,0,0,0,0,0,0,1,0
3845679,0,0,0,0,0,0,0,0
3845687,0,0,0,0,0,0,0,1
3846207,0,0,0,0,0,0,1,1
3846215,0,0,0,0,0,0,1,0
3846732,0,0,0,0,0,0,0,0
3846740,0,0,0,0,0,0,0,1
3847261,0,0,0,0,0,0,1,1
3847269,0,0,0,0,0,0,1,0
3847786,0,0,0,0,0,0,0,0
3847793,0,0,0,0,0,0,0,1
3848314,0,0,0,0,0,0,1,1
3848322,0,0,0,0,0,0,1,0
3848839,0,0,0,0,0,0,0,0
3848847,0,0,0,0,0,0,0,1
3849368,0,0,0,0,0,0,1,1
3849376,0,0,0,0,0,0,1,0
3849893,0,0,0,0,0,0,0,0
3849900,0,0,0,0,0,0,0,1
3850421,0,0,0,0,0,0,1,1
3850429,0,0,0,0,0,0,1,0
3850946,0,0,0,0,0,0,0,0
3850954,0,0,0,0,0,0,0,1
3851475,0,0,0,0,0,0,1,1
3851483,0,0,0,0,0,0,1,0
3852000,0,0,0,0,0,0,0,0
3852008,0,0,0,0,0,0,0,1
3852528,0,0,0,0,0,0,1,1
3852536,0,0,0,0,0,0,1,0
3853053,0,0,0,0,0,0,0,0
3853061,0,0,0,0,0,0,0,1
3853581,0,0,0,0,0,0,1,1
3853589,0,0,0,0,0,0,1,0
3854106,0,0,0,0,0,0,0,0
3854114,0,0,0,0,0,0,0,1
3854635,0,0,0,0,0,0,1,1
3854643,0,0,0,0,0,0,1,0
3855159,0,0,0,0,0,0,0,0
3855167,0,0,0,0,0,0,0,1
3855687,0,0,0,0,0,0,1,1
3855695,0,0,0,0,0,0,1,0
3856212,0,0,0,0,0,0,0,0
3856220,0,0,0,0,0,0,0,1
3856741,0,0,0,0,0,0,1,1
3856749,0,0,0,0,0,0,1,0
3857265,0,0,0,0,0,0,0,0
3857273,0,0,0,0,0,0,0,1
3857793,0,0,0,0,0,0,1,1
3857801,0,0,0,0,0,0,1,0
3858317,0,0,0,0,0,0,0,0
3858325,0,0,0,0,0,0,0,1
3858845,0,0,0,0,0,0,1,1
3858853,0,0,0,0,0,0,1,0
3859371,0,0,0,0,0,0,0,0
3859379,0,0,0,0,0,0,0,1
3859899,0,0,0,0,0,0,1,1
3859907,0,0,0,0,0,0,1,0
3860424,0,0,0,0,0,0,0,0
3860432,0,0,0,0,0,0,0,1
3860952,0,0,0,0,0,0,1,1
3860961,0,0,0,0,0,0,1,0
3861479,0,0,0,0,0,0,0,0
3861487,0,0,0,0,0,0,0,1
3862008,0,0,0,0,0,0,1,1
3862016,0,0,0,0,0,0,1,0
3862533,0,0,0,0,0,0,0,0
3862541,0,0,0,0,0,0,0,1
3863062,0,0,0,0,0,0,1,1
3863070,0,0,0,0,0,0,1,0
3863586,0,0,0,0,0,0,0,0
3863594,0,0,0,0,0,0,0,1
3864114,0,0,0,0,0,0,1,1
3864122,0,0,0,0,0,0,1,0
3864639,0,0,0,0,0,0,0,0
3864647,0,0,0,0,0,0,0,1
3865167,0,0,0,0,0,0,1,1
3865175,0,0,0,0,0,0,1,0
3865691,0,0,0,0,0,0,0,0
3865699,0,0,0,0,0,0,0,1
3866219,0,0,0,0,0,0,1,1
3866227,0,0,0,0,0,0,1,0
3866744,0,0,0,0,0,0,0,0
3866752,0,0,0,0,0,0,0,1
3867273,0,0,0,0,0,0,1,1
3867281,0,0,0,0,0,0,1,0
3867797,0,0,0,0,0,0,0,0
3867805,0,0,0,0,0,0,0,1
3868326,0,0,0,0,0,0,1,1
3868333,0,0,0,0,0,0,1,0
3868850,0,0,0,0,0,0,0,0
3868858,0,0,0,0,0,0,0,1
3869379,0,0,0,0,0,0,1,1
3869387,0,0,0,0,0,0,1,0
3869905,0,0,0,0,0,0,0,0
3869913,0,0,0,0,0,0,0,1
3870433,0,0,0,0,0,0,1,1
3870441,0,0,0,0,0,0,1,0
3870958,0,0,0,0,0,0,0,0
3870966,0,0,0,0,0,0,0,1
3871487,0,0,0,0,0,0,1,1
3871495,0,0,0,0,0,0,1,0
3872012,0,0,0,0,0,0,0,0
3872020,0,0,0,0,0,0,0,1
3872540,0,0,0,0,0,0,1,1
3872548,0,0,0,0,0,0,1,0
3873065,0,0,0,0,0,0,0,0
3873072,0,0,0,0,0,0,0,1
3873593,0,0,0,0,0,0,1,1
3873601,0,0,0,0,0,0,1,0
3874118,0,0,0,0,0,0,0,0
3874126,0,0,0,0,0,0,0,1
3874647,0,0,0,0,0,0,1,1
3874655,0,0,0,0,0,0,1,0
3875172,0,0,0,0,0,0,0,0
3875180,0,0,0,0,0,0,0,1
3875702,0,0,0,0,0,0,1,1
3875710,0,0,0,0,0,0,1,0
3876227,0,0,0,0,0,0,0,0
3876235,0,0,0,0,0,0,0,1
3876756,0,0,0,0,0,0,1,1
3876764,0,0,0,0,0,0,1,0
3877281,0,0,0,0,0,0,0,0
3877288,0,0,0,0,0,0,0,1
3877808,0,0,0,0,0,0,1,1
3877816,0,0,0,0,0,0,1,0
3878332,0,0,0,0,0,0,0,0
3878340,0,0,0,0,0,0,0,1
3878860,0,0,0,0,0,0,1,1
3878868,0,0,0,0,0,0,1,0
3879386,0,0,0,0,0,0,0,0
3879394,0,0,0,0,0,0,0,1
3879914,0,0,0,0,0,0,1,1
3879922,0,0,0,0,0,0,1,0
3880440,0,0,0,0,0,0,0,0
3880448,0,0,0,0,0,0,0,1
3880969,0,0,0,0,0,0,1,1
3880977,0,0,0,0,0,0,1,0
3881494,0,0,0,0,0,0,0,0
3881502,0,0,0,0,0,0,0,1
3882022,0,0,0,0,0,0,1,1
3882030,0,0,0,0,0,0,1,0
3882548,0,0,0,0,0,0,0,0
3882555,0,0,0,0,0,0,0,1
3883076,0,0,0,0,0,0,1,1
3883084,0,0,0,0,0,0,1,0
3883600,0,0,0,0,0,0,0,0
3883607,0,0,0,0,0,0,0,1
3884128,0,0,0,0,0,0,1,1
3884136,0,0,0,0,0,0,1,0
3884652,0,0,0,0,0,0,0,0
3884660,0,0,0,0,0,0,0,1
3885181,0,0,0,0,0,0,1,1
3885189,0,0,0,0,0,0,1,0
3885705,0,0,0,0,0,0,0,0
3885713,0,0,0,0,0,0,0,1
3886234,0,0,0,0,0,0,1,1
3886242,0,0,0,0,0,0,1,0
3886759,0,0,0,0,0,0,0,0
3886767,0,0,0,0,0,0,0,1
3887287,0,0,0,0,0,0,1,1
3887295,0,0,0,0,0,0,1,0
3887812,0,0,0,0,0,0,0,0
3887820,0,0,0,0,0,0,0,1
3888341,0,0,0,0,0,0,1,1
3888349,0,0,0,0,0,0,1,0
3888865,0,0,0,0,0,0,0,0
3888873,0,0,0,0,0,0,0,1
3889393,0,0,0,0,0,0,1,1
3889401,0,0,0,0,0,0,1,0
3889919,0,0,0,0,0,0,0,0
3889926,0,0,0,0,0,0,0,1
3890447,0,0,0,0,0,0,1,1
3890455,0,0,0,0,0,0,1,0
3890972,0,0,0,0,0,0,0,0
3890980,0,0,0,0,0,0,0,1
3891499,0,0,0,0,0,0,1,1
3891507,0,0,0,0,0,0,1,0
3892024,0,0,0,0,0,0,0,0
3892032,0,0,0,0,0,0,0,1
3892552,0,0,0,0,0,0,1,1
3892560,0,0,0,0,0,0,1,0
